Local time in Surabaya,T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
09.04.2022 22:00,29.4,757.0,757.3,1.3,79,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,25.4,,,,,,
09.04.2022 19:00,30.2,755.7,756.0,1.1,67,Wind blowing from the east,2,,,60%., ,,,,33.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.5,,,,,,
09.04.2022 16:00,32.0,754.6,755.0,-1.0,60,Wind blowing from the east,2,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,23.3,,,,,,
09.04.2022 13:00,28.2,755.6,756.0,-1.7,88,"Calm, no wind",0,,,100%.,Rain (not freezing) not falling as shower(s). ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,,9.0,26.1,3,6,,,,
09.04.2022 10:00,30.8,757.3,757.6,0.1,70,Wind blowing from the north,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,24.6,,,,,,
09.04.2022 07:00,26.8,757.2,757.5,1.4,89,"Calm, no wind",0,,,50%., ,,,25.9,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.8,,,,,,
09.04.2022 04:00,26.2,755.8,756.1,-0.5,91,"Calm, no wind",0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.6,,,,,,
09.04.2022 01:00,27.2,756.3,756.7,-0.3,85,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.5,,,,,,
08.04.2022 22:00,27.8,756.6,757.0,0.9,84,"Calm, no wind",0,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.8,,,,,,
08.04.2022 19:00,30.1,755.7,756.0,0.8,72,"Calm, no wind",0,,,50%., ,,,,33.6,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.6,,,,,,
08.04.2022 16:00,31.8,754.9,755.2,-0.5,64,Wind blowing from the west-southwest,3,,,100%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,Altostratus opacus or Nimbostratus.,,10.0,24.2,,,,,,
08.04.2022 13:00,33.6,755.4,755.7,-2.0,51,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.0,,,,,,
08.04.2022 10:00,31.2,757.4,757.8,0.4,71,Wind blowing from the north-west,2,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,25.3,,,,,,
08.04.2022 07:00,27.4,757.0,757.4,0.8,86,"Calm, no wind",0,,,50%., ,,,26.0,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.","10%  or less, but not 0","2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,24.8,,,,,,
08.04.2022 04:00,26.8,756.2,756.5,-0.1,89,"Calm, no wind",0,,,100%., ,,,,,Stratocumulus cumulogenitus.,20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.9,,,,,,
08.04.2022 01:00,27.3,756.3,756.6,-0.7,84,"Calm, no wind",0,,,100%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.4,,,,,,
07.04.2022 22:00,28.4,757.0,757.3,1.0,79,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.5,,,,,,
07.04.2022 19:00,28.8,756.0,756.4,1.1,75,"Calm, no wind",0,,,60%., ,,,,33.8,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.9,,,,,,
07.04.2022 16:00,32.0,754.9,754.6,-0.6,61,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",9.0,23.5,,,,,,
07.04.2022 13:00,33.5,755.5,755.8,-1.8,56,Wind blowing from the south-southeast,2,,,60%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,23.6,,,,,,
07.04.2022 10:00,30.8,757.3,757.6,-0.3,71,Wind blowing from the north-northwest,3,,,70 – 80%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,25.0,,,,,,
07.04.2022 07:00,26.1,757.6,757.9,1.1,88,"Calm, no wind",0,,,60%., ,,,25.2,,Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,23.9,,,,,,
07.04.2022 04:00,26.0,756.5,756.8,-0.2,86,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,23.5,,,,,,
07.04.2022 01:00,27.4,756.7,757.0,-1.0,85,"Calm, no wind",0,,,40%., ,,,,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.7,,,,,,
06.04.2022 22:00,28.6,757.7,758.0,1.3,80,"Calm, no wind",0,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.8,,,,,,
06.04.2022 19:00,29.5,756.4,756.7,0.6,73,"Calm, no wind",0,,,40%., ,,,,33.2,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.2,,,,,,
06.04.2022 16:00,32.4,755.8,756.1,-0.3,61,"Calm, no wind",0,,,"90  or more, but not 100%", ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,24.0,,,,,,
06.04.2022 13:00,32.4,756.1,756.4,-2.2,63,"Calm, no wind",0,,,70 – 80%.,State of sky on the whole unchanged. ,Thunderstorm(s) with or without precipitation.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",50%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,24.4,,,,,,
06.04.2022 10:00,30.6,758.3,758.6,-0.4,70,"Calm, no wind",0,,,70 – 80%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,24.4,,,,,,
06.04.2022 07:00,26.4,758.7,759.0,1.4,86,"Calm, no wind",0,,,60%., ,,,25.6,,Stratocumulus cumulogenitus.,"10%  or less, but not 0",600-1000,Altocumulus translucidus at a single level.,"Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole; the continuous veil extends more than 45 degrees above the horizon, without the sky being totally covered.",11.0,23.9,,,,,,
06.04.2022 04:00,26.2,757.3,757.6,0.2,89,"Calm, no wind",0,,,50%., ,,,,,Stratocumulus cumulogenitus.,40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.3,,,,,,
06.04.2022 01:00,26.8,757.1,757.4,-1.1,85,Wind blowing from the south-southwest,1,,,40%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.1,,,,,,
05.04.2022 22:00,28.6,758.2,758.5,1.2,81,"Calm, no wind",0,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.","10%  or less, but not 0",600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,25.1,,,,,,
05.04.2022 19:00,29.6,757.0,757.3,1.5,75,Wind blowing from the north-west,1,,,20–30%., ,,,,34.0,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",9.0,24.7,,,,,,
05.04.2022 16:00,32.2,755.5,755.8,-1.0,66,Wind blowing from the north-west,2,,,50%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,25.0,,,,,,
05.04.2022 13:00,33.4,756.5,756.8,-2.3,52,Wind blowing from the east,2,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.","10%  or less, but not 0",600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,22.2,,,,,,
05.04.2022 10:00,30.5,758.8,759.2,0.0,72,Wind blowing from the west-southwest,2,,,20–30%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,24.8,,,,,,
05.04.2022 07:00,27.2,758.8,759.1,1.1,85,"Calm, no wind",0,,,"10%  or less, but not 0", ,,,24.8,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",no clouds,"2500 or more, or no clouds.","No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,24.5,,,,,,
05.04.2022 04:00,25.9,757.7,758.1,-0.3,91,"Calm, no wind",0,,,no clouds, ,,,,,,,,,,8.0,24.4,,,,,,
05.04.2022 01:00,26.4,758.0,758.4,-0.6,95,"Calm, no wind",0,,,40%., ,,,,,Stratocumulus other than Stratocumulus cumulogenitus.,20–30%.,600-1000,Altocumulus translucidus at a single level.,"No Cirrus, Cirrocumulus or Cirrostratus.",8.0,25.6,,,,,,
04.04.2022 22:00,27.7,758.6,759.0,1.3,82,Wind blowing from the north-northwest,3,,,40%., ,,,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",20–30%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",8.0,24.4,,,,,,
04.04.2022 19:00,28.8,757.3,757.6,1.8,77,Wind blowing from the south,2,,,40%.,"Lightning visible, no thunder heard. ",Cloud covering more than 1/2 of the sky throughout the appropriate period.,Cloud covering 1/2 or less of the sky throughout the appropriate period.,,34.2,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",40%.,300-600,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",8.0,24.3,,,,,,
04.04.2022 16:00,31.6,755.5,755.8,-0.8,67,Wind blowing from the south,3,,,40%., ,,,,,"Cumulus mediocris or congestus, with or without Cumulus of species fractus or humilis or Stratocumulus, all having their bases at the same level.",40%.,600-1000,"No Altocumulus, Altostratus or Nimbostratus.","No Cirrus, Cirrocumulus or Cirrostratus.",12.0,24.7,,,,,,
04.04.2022 13:00,32.0,756.3,756.6,-1.9,63,Wind blowing from the east,4,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altostratus translucidus.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",12.0,24.2,,,,,,
04.04.2022 10:00,30.6,758.2,758.5,0.5,72,Wind blowing from the east,3,,,50%., ,,,,,"Cumulus humilis or Cumulus fractus other than of bad weather, or both.",20–30%.,600-1000,Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",11.0,24.9,,,,,,
04.04.2022 07:00,25.0,757.7,758.1,0.5,94,"Calm, no wind",0,,,40%.,Clouds generally dissolving or becoming less developed. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,23.2,,"No Stratocumulus, Stratus, Cumulus or Cumulonimbus.",20–30%.,"2500 or more, or no clouds.",Altocumulus translucidus at a single level.,"Cirrus fibratus, sometimes uncinus, not progressively invading the sky.",10.0,23.9,66,24,,,,
04.04.2022 04:00,24.1,757.2,757.5,-0.5,96,"Calm, no wind",0,,,100%., ,,,,,Stratocumulus cumulogenitus.,50%.,600-1000,"Altocumulus translucidus or opacus in two or more layers, or Altocumulus opacus in a single layer, not progressively invading the sky, or Altocumulus with Altostratus or Nimbostratus.","Cirrus (often in bands) and Cirrostratus, or Cirrostratus alone, progressively invading the sky; they generally thicken as a whole, but the continuous veil does not reach 45 degrees above the horizon.",9.0,23.5,Trace of precipitation,3,,,,
04.04.2022 01:00,24.3,757.7,758.0,-1.1,98,"Calm, no wind",0,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,Altostratus opacus or Nimbostratus.,"Cirrocumulus alone, or Cirrocumulus accompanied by Cirrus or Cirrostratus or both, but Cirrocumulus is predominant.",8.0,23.9,4,6,,,,
03.04.2022 22:00,24.4,758.8,759.1,1.5,96,"Calm, no wind",0,,,100%.,State of sky on the whole unchanged. ,Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,Altostratus opacus or Nimbostratus.,,9.0,23.7,1,3,,,,
03.04.2022 19:00,23.2,757.3,757.6,2.3,98,Wind blowing from the south-west,2,,,100%.,Slight rain at time of observation. Thunderstorm during the preceding hour but not at time of observation. ,Thunderstorm(s) with or without precipitation.,Rain.,,34.3,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",70 – 80%.,600-1000,Altostratus opacus or Nimbostratus.,,8.0,22.9,62,6,,,,
03.04.2022 16:00,29.6,755.0,755.3,-0.7,81,Wind blowing from the north-west,3,,,100%.,"Rain, not freezing, intermittent, slight at time of observation. ",Rain.,Cloud covering more than 1/2 of the sky throughout the appropriate period.,,,"Cumulonimbus capillatus (often with an anvil), with or without Cumulonimbus calvus, Cumulus, Stratocumulus, Stratus or pannus.",60%.,600-1000,Altostratus opacus or Nimbostratus.,,8.0,25.9,4,3,,,,
